city,year,crime,incidences,rate
Malappuram,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",1,0.1
Malappuram,2014,Disclosure of Identity of Victims,1,0.1
Malappuram,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Meerut,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Meerut,2014,Disclosure of Identity of Victims,0,0
Meerut,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Mumbai,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",2,0
Mumbai,2014,Disclosure of Identity of Victims,2,0
Mumbai,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Nagpur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Nagpur,2014,Disclosure of Identity of Victims,0,0
Nagpur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Nasik,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",1,0.1
Nasik,2014,Disclosure of Identity of Victims,0,0
Nasik,2014,Offences Promoting Enmity Between Different Groups (Total),1,0.1
Patna,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Patna,2014,Disclosure of Identity of Victims,0,0
Patna,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Pune,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",2,0
Pune,2014,Disclosure of Identity of Victims,2,0
Pune,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Raipur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",3,0.3
Raipur,2014,Disclosure of Identity of Victims,3,0.3
Raipur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Rajkot,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",1,0.1
Rajkot,2014,Disclosure of Identity of Victims,1,0.1
Rajkot,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Ranchi,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Ranchi,2014,Disclosure of Identity of Victims,0,0
Ranchi,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Srinagar,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Srinagar,2014,Disclosure of Identity of Victims,0,0
Srinagar,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Surat,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Surat,2014,Disclosure of Identity of Victims,0,0
Surat,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Thiruvananthapuram,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",8,0.5
Thiruvananthapuram,2014,Disclosure of Identity of Victims,8,0.5
Thiruvananthapuram,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Thrissur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Thrissur,2014,Disclosure of Identity of Victims,0,0
Thrissur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Tiruchirapalli,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Tiruchirapalli,2014,Disclosure of Identity of Victims,0,0
Tiruchirapalli,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Vadodara,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",3,0.2
Vadodara,2014,Disclosure of Identity of Victims,3,0.2
Vadodara,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Varanasi,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Varanasi,2014,Disclosure of Identity of Victims,0,0
Varanasi,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Vasai Virar,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",1,0.1
Vasai Virar,2014,Disclosure of Identity of Victims,1,0.1
Vasai Virar,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Vijayawada,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",2,0.1
Vijayawada,2014,Disclosure of Identity of Victims,2,0.1
Vijayawada,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Vishakhapatnam,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Vishakhapatnam,2014,Disclosure of Identity of Victims,0,0
Vishakhapatnam,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Agra,2014,Causing Injuries under Rash Driving/ Road Rage,300,17.2
Agra,2014,Unnatural Offences,0,0
Ahmedabad,2014,Causing Injuries under Rash Driving/ Road Rage,1756,27.6
Ahmedabad,2014,Unnatural Offences,2,0
Allahabad,2014,Causing Injuries under Rash Driving/ Road Rage,231,19
Allahabad,2014,Unnatural Offences,0,0
Amritsar,2014,Causing Injuries under Rash Driving/ Road Rage,76,6.4
Amritsar,2014,Unnatural Offences,0,0
Asansol,2014,Causing Injuries under Rash Driving/ Road Rage,223,17.9
Asansol,2014,Unnatural Offences,0,0
Aurangabad,2014,Causing Injuries under Rash Driving/ Road Rage,771,64.8
Aurangabad,2014,Unnatural Offences,0,0
Bengaluru,2014,Causing Injuries under Rash Driving/ Road Rage,4315,50.8
Bengaluru,2014,Unnatural Offences,12,0.1
Bhopal,2014,Causing Injuries under Rash Driving/ Road Rage,2987,158.6
Bhopal,2014,Unnatural Offences,0,0
Chandigarh City,2014,Causing Injuries under Rash Driving/ Road Rage,266,25.9
Chandigarh City,2014,Unnatural Offences,0,0
Chennai,2014,Causing Injuries under Rash Driving/ Road Rage,8527,98.1
Chennai,2014,Unnatural Offences,0,0
Coimbatore,2014,Causing Injuries under Rash Driving/ Road Rage,1315,61.1
Coimbatore,2014,Unnatural Offences,0,0
Delhi (City),2014,Causing Injuries under Rash Driving/ Road Rage,7871,48.2
Delhi (City),2014,Unnatural Offences,12,0.1
Dhanbad,2014,Causing Injuries under Rash Driving/ Road Rage,98,8.2
Dhanbad,2014,Unnatural Offences,0,0
Durg-Bhilainagar,2014,Causing Injuries under Rash Driving/ Road Rage,912,85.7
Durg-Bhilainagar,2014,Unnatural Offences,3,0.3
Faridabad,2014,Causing Injuries under Rash Driving/ Road Rage,0,0
Faridabad,2014,Unnatural Offences,0,0
Ghaziabad,2014,Causing Injuries under Rash Driving/ Road Rage,311,13.2
Ghaziabad,2014,Unnatural Offences,1,0
Gwalior,2014,Causing Injuries under Rash Driving/ Road Rage,1389,126
Gwalior,2014,Unnatural Offences,1,0.1
Hyderabad,2014,Causing Injuries under Rash Driving/ Road Rage,2254,29.1
Hyderabad,2014,Unnatural Offences,5,0.1
Indore,2014,Causing Injuries under Rash Driving/ Road Rage,4118,190
Indore,2014,Unnatural Offences,1,0
Jabalpur,2014,Causing Injuries under Rash Driving/ Road Rage,1893,149.3
Jabalpur,2014,Unnatural Offences,3,0.2
Jaipur,2014,Causing Injuries under Rash Driving/ Road Rage,2245,73.1
Jaipur,2014,Unnatural Offences,0,0
Jamshedpur,2014,Causing Injuries under Rash Driving/ Road Rage,147,11
Jamshedpur,2014,Unnatural Offences,0,0
Jodhpur,2014,Causing Injuries under Rash Driving/ Road Rage,317,27.9
Jodhpur,2014,Unnatural Offences,0,0
Kannur,2014,Causing Injuries under Rash Driving/ Road Rage,471,28.7
Kannur,2014,Unnatural Offences,0,0
Kanpur,2014,Causing Injuries under Rash Driving/ Road Rage,585,20
Kanpur,2014,Unnatural Offences,0,0
Kochi,2014,Causing Injuries under Rash Driving/ Road Rage,13431,634.1
Kochi,2014,Unnatural Offences,3,0.1
Kolkata,2014,Causing Injuries under Rash Driving/ Road Rage,4316,30.6
Kolkata,2014,Unnatural Offences,13,0.1
Kollam,2014,Causing Injuries under Rash Driving/ Road Rage,1418,127.7
Kollam,2014,Unnatural Offences,0,0
Kota,2014,Causing Injuries under Rash Driving/ Road Rage,649,64.8
Kota,2014,Unnatural Offences,2,0.2
Kozhikode,2014,Causing Injuries under Rash Driving/ Road Rage,1982,97.6
Kozhikode,2014,Unnatural Offences,0,0
Lucknow,2014,Causing Injuries under Rash Driving/ Road Rage,314,10.8
Lucknow,2014,Unnatural Offences,0,0
Ludhiana,2014,Causing Injuries under Rash Driving/ Road Rage,0,0
Ludhiana,2014,Unnatural Offences,0,0
Madurai,2014,Causing Injuries under Rash Driving/ Road Rage,585,40
Madurai,2014,Unnatural Offences,0,0
Malappuram,2014,Causing Injuries under Rash Driving/ Road Rage,1298,76.4
Malappuram,2014,Unnatural Offences,0,0
Meerut,2014,Causing Injuries under Rash Driving/ Road Rage,411,28.8
Meerut,2014,Unnatural Offences,0,0
Mumbai,2014,Causing Injuries under Rash Driving/ Road Rage,4129,22.4
Mumbai,2014,Unnatural Offences,84,0.5
Nagpur,2014,Causing Injuries under Rash Driving/ Road Rage,1096,43.9
Nagpur,2014,Unnatural Offences,1,0
Nasik,2014,Causing Injuries under Rash Driving/ Road Rage,489,31.3
Nasik,2014,Unnatural Offences,0,0
Patna,2014,Causing Injuries under Rash Driving/ Road Rage,0,0
Patna,2014,Unnatural Offences,0,0
Pune,2014,Causing Injuries under Rash Driving/ Road Rage,1299,25.7
Pune,2014,Unnatural Offences,0,0
Raipur,2014,Causing Injuries under Rash Driving/ Road Rage,1173,104.5
Raipur,2014,Unnatural Offences,0,0
Rajkot,2014,Causing Injuries under Rash Driving/ Road Rage,626,45
Rajkot,2014,Unnatural Offences,0,0
Ranchi,2014,Causing Injuries under Rash Driving/ Road Rage,214,19
Ranchi,2014,Unnatural Offences,16,1.4
Srinagar,2014,Causing Injuries under Rash Driving/ Road Rage,323,25.4
Srinagar,2014,Unnatural Offences,0,0
Surat,2014,Causing Injuries under Rash Driving/ Road Rage,656,14.3
Surat,2014,Unnatural Offences,0,0
Thiruvananthapuram,2014,Causing Injuries under Rash Driving/ Road Rage,8816,522.6
Thiruvananthapuram,2014,Unnatural Offences,0,0
Thrissur,2014,Causing Injuries under Rash Driving/ Road Rage,3233,174.3
Thrissur,2014,Unnatural Offences,1,0.1
Tiruchirapalli,2014,Causing Injuries under Rash Driving/ Road Rage,541,52.9
Tiruchirapalli,2014,Unnatural Offences,0,0
Vadodara,2014,Causing Injuries under Rash Driving/ Road Rage,2946,162.1
Vadodara,2014,Unnatural Offences,0,0
Varanasi,2014,Causing Injuries under Rash Driving/ Road Rage,0,0
Varanasi,2014,Unnatural Offences,0,0
Vasai Virar,2014,Causing Injuries under Rash Driving/ Road Rage,128,10.5
Vasai Virar,2014,Unnatural Offences,0,0
Vijayawada,2014,Causing Injuries under Rash Driving/ Road Rage,1366,91.6
Vijayawada,2014,Unnatural Offences,1,0.1
Vishakhapatnam,2014,Causing Injuries under Rash Driving/ Road Rage,1831,105.8
Vishakhapatnam,2014,Unnatural Offences,0,0
